Project,site_no,collect_date,Hour,sample_ID,Subsample,LowestTaxonomicLevelOfID,TaxaID,Nauplius,ObjectiveMagnification,MarksInOcularMicrometer_No.,MarksInOcularMicrometer_Width_No.,MarksInOcularMicrometer_Height_No.,Initials
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Kellicottia,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Polyarthra,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Ascomorpha,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
FCR2016,BVR_50,2-Jun-16,12:00,B2Jun16_9m,A,Genus,Conochilus,,NA,,,,JPD
